user_id,birthdate,gender,married,has_children,home_country,home_city,home_airport,home_airport_lat,home_airport_lon,sign_up_date,total_sessions,avg_page_clicks,total_flights_booked,total_hotels_booked,total_cancellations,total_flight_discounts,total_hotel_discounts,avg_flight_discount,avg_hotel_discount,total_flight_trips,avg_seats_per_booking,max_seats_per_booking,total_return_flights,avg_checked_bags,total_checked_bags,avg_base_fare,earliest_departure,latest_return,total_hotel_stays,avg_nights_per_stay,avg_rooms_per_booking,max_rooms_per_booking,avg_room_price,1_discount_traveller,2_family_traveller,months_active,bookings_per_month,3_business_traveller,4_high_spending_traveller,5_long_stay_traveller,age,cluster,segment_label
169520,1969-08-05,F,1,0,usa,san antonio,RND,29.529,-98.279,2022-05-04,12,29.5,16,16,4,16,12,0.16666666666666666,0.075,2,1.0,1.0,24,0.5,12,154.15,2023-01-08 07:00:00,2023-03-25 07:00:00,3,5.0,1.0,1.0,289.3333333333333,True,False,12.633333333333333,0.395778364116095,False,False,False,55,4,Frequent discount booker
171470,1999-09-14,F,0,0,usa,atlanta,ATL,33.64,-84.427,2022-05-06,9,50.666666666666664,12,6,6,9,6,0.1,,2,1.5,2.0,18,0.5,9,4079.91,2023-03-11 09:00:00,2024-04-11 11:00:00,0,,,,,True,False,12.566666666666666,0.15915119363395225,False,True,False,25,4,Frequent discount booker
174997,1991-11-01,F,0,0,usa,grand rapids,GRR,42.881,-85.523,2022-05-10,9,29.666666666666668,16,12,4,4,16,,0.1,3,1.3333333333333333,2.0,27,0.3333333333333333,9,1075.4966666666667,2023-01-18 17:00:00,2023-03-17 09:00:00,2,1.5,1.0,1.0,112.0,True,False,12.433333333333334,0.40214477211796246,False,False,False,33,4,Frequent discount booker
175032,1994-11-05,F,0,0,usa,houston,IAH,29.98,-95.34,2022-05-10,14,12.428571428571429,12,16,0,4,12,0.3,0.1,2,2.0,3.0,28,0.5,14,554.625,2023-03-12 07:00:00,2023-05-15 07:00:00,3,4.0,2.0,3.0,139.0,True,False,12.433333333333334,0.40214477211796246,False,False,False,30,3,Business traveller
181157,1970-08-10,F,1,0,usa,houston,HOU,29.645,-95.279,2022-05-15,10,37.8,20,20,4,12,8,0.175,0.15,3,2.0,4.0,30,1.0,30,346.4766666666667,2023-01-16 07:00:00,2023-04-07 11:00:00,3,3.3333333333333335,2.0,4.0,162.33333333333334,True,False,12.266666666666667,0.48913043478260865,False,False,False,54,4,Frequent discount booker
182191,2004-09-27,F,0,1,usa,phoenix,PHX,33.434,-112.008,2022-05-16,9,17.88888888888889,4,2,2,2,4,,0.1,1,2.0,2.0,9,1.0,9,537.67,2023-01-24 07:00:00,2023-02-09 07:00:00,0,,,,,True,False,12.233333333333333,0.08174386920980926,False,False,False,20,3,Business traveller
187212,1969-02-20,F,1,1,usa,los angeles,LAX,33.942,-118.408,2022-05-21,12,15.583333333333334,12,12,0,8,12,0.22499999999999995,0.13333333333333333,3,1.0,1.0,36,0.6666666666666666,24,414.19,2023-01-16 07:00:00,2023-03-17 13:00:00,3,2.0,1.0,1.0,217.33333333333334,True,False,12.066666666666666,0.4972375690607735,False,False,False,56,2,Business traveller
189676,1988-01-10,F,0,1,usa,fort worth,FTW,32.82,-97.362,2022-05-23,10,31.2,9,9,3,9,3,0.175,,1,3.0,3.0,10,2.0,20,1244.31,2023-05-08 08:00:00,2023-05-14 08:00:00,2,9.0,2.0,3.0,180.5,True,True,12.0,0.25,False,True,False,37,0,Family booker
190866,1986-09-24,F,0,0,usa,tallahassee,TLH,30.396,-84.35,2022-05-24,12,37.0,48,48,6,6,12,,0.05,5,1.0,1.0,60,0.4,24,416.2,2023-01-17 14:00:00,2023-07-14 12:00:00,5,1.8,1.0,1.0,169.2,True,False,11.966666666666667,0.8356545961002786,False,False,False,38,4,Frequent discount booker
195192,1995-09-20,F,0,0,usa,chicago,MDW,41.786,-87.752,2022-05-28,13,27.0,8,8,0,2,2,0.1,0.1,1,2.0,2.0,13,0.0,0,394.29,2023-05-01 07:00:00,2023-05-04 07:00:00,1,1.0,2.0,2.0,160.0,True,False,11.833333333333334,0.16901408450704225,False,False,False,29,3,Business traveller
204943,1982-12-20,M,0,0,canada,ottawa,YOW,45.323,-75.669,2022-06-06,11,33.09090909090909,70,63,7,21,7,0.15,,6,1.5,3.0,66,1.3333333333333333,88,473.5283333333333,2023-02-18 11:00:00,2024-01-17 07:00:00,6,5.166666666666667,1.5,3.0,175.83333333333334,True,False,11.533333333333333,1.0404624277456647,False,False,False,42,4,Frequent discount booker
204997,1985-08-26,F,1,0,usa,kansas city,MCI,39.297,-94.714,2022-06-06,9,52.77777777777778,30,25,10,15,20,0.25,0.1,4,1.5,2.0,36,0.75,27,1118.0925,2023-02-13 07:00:00,2023-07-26 16:00:00,3,5.333333333333333,1.3333333333333333,2.0,175.33333333333334,True,False,11.533333333333333,0.6069364161849711,False,False,False,39,4,Frequent discount booker
205044,1983-08-25,F,1,1,canada,toronto,YKZ,43.862,-79.37,2022-06-06,12,33.5,24,24,4,8,8,0.05,0.2,3,2.0,3.0,36,0.3333333333333333,12,916.1166666666667,2023-02-02 10:00:00,2023-05-16 07:00:00,3,4.666666666666667,2.0,3.0,249.33333333333334,True,False,11.533333333333333,0.5202312138728323,False,False,False,41,4,Frequent discount booker
206011,1984-08-04,F,0,1,usa,kansas city,MCI,39.297,-94.714,2022-06-07,12,28.25,30,25,5,10,25,0.05,0.15,4,1.0,1.0,48,0.25,12,261.6475,2023-02-21 11:00:00,2023-05-10 08:00:00,3,2.3333333333333335,1.0,1.0,113.33333333333333,True,False,11.5,0.6086956521739131,False,False,False,40,4,Frequent discount booker
206097,1978-12-02,F,1,1,usa,sacramento,MCC,38.667,-121.401,2022-06-07,10,12.8,9,9,3,3,6,,0.05,1,1.0,1.0,10,1.0,10,817.16,2023-03-02 16:00:00,2023-03-05 16:00:00,2,2.5,1.0,1.0,268.5,True,False,11.5,0.2608695652173913,False,False,False,46,3,Business traveller
216139,1988-03-17,M,1,1,usa,anchorage,ANC,61.174,-149.996,2022-06-16,11,15.545454545454545,4,2,0,2,0,0.15,,1,4.0,4.0,11,1.0,11,2342.12,2023-04-07 14:00:00,2023-04-11 14:00:00,1,2.0,4.0,4.0,259.0,True,True,11.2,0.17857142857142858,False,True,False,37,0,Family booker
216796,2001-07-09,F,0,0,usa,cincinnati,CVG,39.046,-84.662,2022-06-16,10,20.5,8,8,4,10,6,0.16666666666666666,0.1,1,2.0,2.0,10,2.0,20,2500.87,2023-09-22 07:00:00,2023-10-03 07:00:00,1,10.0,1.0,1.0,241.0,True,False,11.2,0.17857142857142858,False,True,True,23,5,Long stay traveller
217114,2004-05-28,O,1,1,usa,long beach,LGB,33.818,-118.151,2022-06-17,11,26.454545454545453,2,1,1,2,4,0.05,0.15,0,,,0,,0,,,,0,,,,,False,False,11.166666666666666,0.0,False,False,False,20,1,Solo traveller
217136,1985-04-18,F,0,1,usa,little rock,LIT,34.729,-92.224,2022-06-17,10,32.3,9,9,3,9,3,0.175,,1,1.0,1.0,10,0.0,0,539.57,2023-02-01 14:00:00,2023-02-04 14:00:00,2,2.0,1.0,1.0,236.5,True,False,11.166666666666666,0.26865671641791045,False,False,False,40,4,Frequent discount booker
217301,1953-10-10,F,1,0,usa,detroit,YIP,42.238,-83.53,2022-06-17,12,13.416666666666666,0,2,0,2,0,0.2,,0,,,0,,0,,,,1,7.0,1.0,1.0,88.0,True,False,11.166666666666666,0.08955223880597016,False,False,False,71,3,Business traveller
220725,1983-07-28,F,0,0,usa,stockton,SCK,37.894,-121.239,2022-06-20,13,42.30769230769231,35,25,10,15,15,0.15,0.05,4,1.0,1.0,52,0.25,13,494.5425,2023-02-02 12:00:00,2023-06-17 10:00:00,3,3.6666666666666665,1.0,1.0,130.0,True,False,11.066666666666666,0.6325301204819277,False,False,False,41,4,Frequent discount booker
222535,1967-06-24,F,0,0,usa,houston,HOU,29.645,-95.279,2022-06-21,9,16.22222222222222,6,6,0,6,6,0.075,0.15,1,1.0,1.0,9,0.0,0,44.17,2023-02-17 07:00:00,2023-02-20 07:00:00,1,6.0,1.0,1.0,158.0,True,False,11.033333333333333,0.18126888217522658,False,False,False,57,3,Business traveller
224996,1981-03-07,F,0,1,canada,halifax,YHZ,44.881,-63.509,2022-06-23,10,31.7,12,6,3,3,9,,0.1,2,1.0,1.0,20,0.0,0,448.805,2023-02-23 07:00:00,2023-05-23 15:00:00,1,0.0,1.0,1.0,231.0,True,False,10.966666666666667,0.2735562310030395,False,False,False,44,4,Frequent discount booker
226367,1980-10-21,F,0,0,usa,washington,IAD,38.944,-77.456,2022-06-25,9,13.88888888888889,16,12,0,4,0,0.05,,3,1.3333333333333333,2.0,27,0.6666666666666666,18,296.4033333333333,2023-03-14 10:00:00,2023-07-08 14:00:00,3,1.6666666666666667,1.3333333333333333,2.0,253.0,True,False,10.9,0.5504587155963303,False,False,False,44,3,Business traveller
227800,1979-03-20,F,0,1,usa,lincoln,LNK,40.851,-96.759,2022-06-26,11,17.545454545454547,9,9,0,6,0,0.075,,2,2.5,4.0,22,0.5,11,822.025,2023-03-02 07:00:00,2023-05-15 07:00:00,2,1.5,2.5,4.0,275.5,True,False,10.866666666666667,0.36809815950920244,False,False,False,46,3,Business traveller
228195,1997-02-26,F,0,1,usa,los angeles,LAX,33.942,-118.408,2022-06-26,11,21.90909090909091,2,1,1,2,1,0.2,,0,,,0,,0,,,,0,,,,,True,False,10.866666666666667,0.0,False,False,False,28,1,Solo traveller
228872,1989-03-22,M,0,0,usa,san antonio,RND,29.529,-98.279,2022-06-27,11,21.90909090909091,9,12,0,6,0,0.325,,1,1.0,1.0,11,1.0,11,509.21,2023-05-30 07:00:00,2023-06-05 07:00:00,2,6.5,1.0,1.0,94.0,True,False,10.833333333333334,0.2769230769230769,False,False,False,36,3,Business traveller
229009,2006-08-27,F,0,0,usa,stockton,SCK,37.894,-121.239,2022-06-27,10,26.4,24,16,8,12,8,0.3,,3,1.0,1.0,30,0.3333333333333333,10,928.42,2023-03-24 07:00:00,2024-05-26 14:00:00,2,1.5,1.0,1.0,149.5,True,False,10.833333333333334,0.4615384615384615,False,False,False,18,4,Frequent discount booker
229108,1998-05-28,F,0,0,usa,burlington,BTV,44.472,-73.153,2022-06-27,9,36.666666666666664,6,2,2,6,6,0.2,0.1,1,1.0,1.0,9,0.0,0,438.61,2023-09-14 12:00:00,2023-09-21 12:00:00,0,,,,,False,False,10.833333333333334,0.0923076923076923,False,False,False,26,1,Solo traveller
229330,1976-11-08,F,1,0,usa,colorado springs,COS,38.806,-104.7,2022-06-27,11,14.454545454545455,25,25,0,0,5,,0.1,4,1.75,2.0,44,0.25,11,387.0275,2023-01-29 08:00:00,2023-08-01 07:00:00,4,1.5,1.75,2.0,209.25,True,False,10.833333333333334,0.7384615384615384,False,False,False,48,3,Business traveller
232647,2006-04-11,F,0,0,usa,birmingham,BHM,33.563,-86.753,2022-06-30,10,12.7,9,9,3,9,3,0.175,,1,1.0,1.0,10,1.0,10,237.1,2023-03-03 12:00:00,2023-03-06 12:00:00,1,11.0,1.0,1.0,213.0,True,False,10.733333333333333,0.1863354037267081,False,False,True,19,5,Long stay traveller
249521,1964-07-23,F,1,1,canada,ottawa,YOW,45.323,-75.669,2022-07-15,11,20.454545454545453,12,15,0,3,9,0.2,0.13333333333333333,1,1.0,1.0,11,1.0,11,642.02,2023-03-15 13:00:00,2023-03-18 13:00:00,2,1.5,1.0,1.0,141.5,True,False,10.233333333333333,0.2931596091205212,False,False,False,60,3,Business traveller
252496,1986-01-09,F,1,0,usa,lincoln,LNK,40.851,-96.759,2022-07-17,12,15.916666666666666,20,20,0,0,4,,0.15,3,1.3333333333333333,2.0,36,1.0,36,407.0466666666667,2023-01-06 16:00:00,2023-05-30 07:00:00,3,6.0,1.3333333333333333,2.0,192.66666666666666,True,False,10.166666666666666,0.5901639344262295,False,False,False,39,3,Business traveller
252835,1986-01-20,F,0,1,usa,chicago,ORD,41.979,-87.904,2022-07-18,14,24.714285714285715,60,48,6,12,12,0.3,0.05,5,1.0,1.0,70,0.6,42,335.31,2023-01-15 07:00:00,2023-07-23 10:00:00,4,2.25,1.0,1.0,132.75,True,False,10.133333333333333,0.8881578947368421,False,False,False,39,4,Frequent discount booker
258451,2000-12-10,F,0,0,usa,miami,OPF,25.907,-80.278,2022-07-22,12,18.333333333333332,2,6,2,6,2,0.15,,0,,,0,,0,,,,1,13.0,1.0,1.0,178.0,True,False,10.0,0.1,False,False,True,24,5,Long stay traveller
264470,1978-11-05,F,0,1,usa,bakersfield,BFL,35.433,-119.057,2022-07-27,11,11.727272727272727,6,6,0,6,3,0.1,0.1,2,1.0,1.0,22,0.5,11,436.51,2023-03-03 07:00:00,2023-04-11 07:00:00,2,4.5,1.0,1.0,200.0,True,False,9.833333333333334,0.4067796610169491,False,False,False,46,3,Business traveller
272543,1980-01-12,F,0,0,usa,new york,JFK,40.64,-73.779,2022-08-03,11,24.181818181818183,35,35,5,15,10,0.075,0.1,4,1.0,1.0,44,0.25,11,225.5125,2023-01-17 08:00:00,2023-06-24 07:00:00,4,1.0,1.0,1.0,169.0,True,False,9.6,0.8333333333333334,False,False,False,45,4,Frequent discount booker
276512,1982-08-27,F,1,1,usa,austin,AUS,30.194,-97.67,2022-08-06,12,14.083333333333334,2,2,0,6,8,0.11666666666666667,0.1625,1,1.0,1.0,12,1.0,12,395.69,2023-02-03 16:00:00,2023-02-06 16:00:00,1,1.0,1.0,1.0,100.0,False,False,9.5,0.21052631578947367,False,False,False,42,3,Business traveller
281952,1987-01-23,F,0,0,usa,louisville,LOU,38.228,-85.664,2022-08-11,11,20.09090909090909,15,12,0,0,3,,0.15,2,1.0,1.0,22,1.5,33,342.36,2023-03-20 07:00:00,2023-07-21 07:00:00,2,1.0,1.0,1.0,131.5,True,False,9.333333333333334,0.42857142857142855,False,False,False,38,3,Business traveller
283325,1973-05-15,F,1,0,usa,dallas,DAL,32.847,-96.852,2022-08-12,13,14.923076923076923,12,15,0,12,6,0.1125,0.075,1,1.0,1.0,13,0.0,0,453.27,2023-03-05 14:00:00,2023-03-11 14:00:00,2,3.0,1.5,2.0,360.5,True,False,9.3,0.3225806451612903,False,True,False,51,3,Business traveller
286010,2006-10-14,F,0,0,usa,houston,IAH,29.98,-95.34,2022-08-14,12,33.583333333333336,9,15,6,12,9,0.1,0.1,1,1.0,1.0,12,0.0,0,2742.33,2023-10-18 07:00:00,2023-11-03 07:00:00,2,14.0,1.5,2.0,146.5,True,False,9.233333333333333,0.3249097472924188,False,True,True,18,5,Long stay traveller
286055,1993-11-02,F,1,1,usa,new york,JFK,40.64,-73.779,2022-08-14,12,9.75,2,0,0,4,8,0.15,0.1375,1,2.0,2.0,12,3.0,36,1354.59,2023-02-26 10:00:00,2023-02-27 10:00:00,0,,,,,False,False,9.233333333333333,0.10830324909747294,False,True,False,31,2,Business traveller
290123,1983-04-08,F,1,0,usa,houston,HOU,29.645,-95.279,2022-08-18,13,20.153846153846153,64,56,0,0,0,,,7,1.5714285714285714,3.0,78,0.8571428571428571,78,685.1585714285715,2023-01-31 07:00:00,2023-07-20 10:00:00,6,2.1666666666666665,1.6666666666666667,3.0,240.0,False,False,9.1,1.4285714285714286,True,False,False,42,3,Business traveller
297490,1985-06-26,F,1,0,usa,colorado springs,COS,38.806,-104.7,2022-08-24,12,12.416666666666666,20,16,4,4,20,,0.15,3,1.3333333333333333,2.0,36,0.6666666666666666,24,447.2266666666667,2023-01-29 07:00:00,2023-10-23 09:00:00,0,,,,,True,False,8.9,0.33707865168539325,False,False,False,39,4,Frequent discount booker
297546,1972-12-05,F,1,0,usa,new york,JFK,40.64,-73.779,2022-08-24,12,23.916666666666668,36,42,0,6,6,0.1,0.05,4,1.5,2.0,48,0.75,36,415.18,2023-01-22 14:00:00,2023-07-20 15:00:00,5,5.2,1.4,2.0,106.0,True,False,8.9,1.0112359550561798,False,False,False,52,2,Business traveller
298253,1977-08-01,F,1,1,usa,los angeles,LAX,33.942,-118.408,2022-08-24,12,13.0,6,2,0,6,2,0.3,0.15,1,1.0,1.0,12,2.0,24,712.42,2023-04-05 07:00:00,2023-04-07 07:00:00,0,,,,,True,False,8.9,0.11235955056179775,False,False,False,47,2,Business traveller
298567,1987-08-07,F,1,1,usa,tucson,TUS,32.116,-110.941,2022-08-25,11,17.545454545454547,25,25,0,10,5,0.125,0.15,3,1.6666666666666667,3.0,33,0.3333333333333333,11,800.5,2023-02-02 16:00:00,2023-07-22 10:00:00,4,3.5,1.5,3.0,171.75,True,False,8.866666666666667,0.7894736842105263,False,False,False,37,3,Business traveller
299476,1985-05-19,F,1,0,usa,atlanta,ATL,33.64,-84.427,2022-08-25,13,39.0,8,8,2,6,8,0.2,0.11666666666666667,1,1.0,1.0,13,0.0,0,192.38,2023-01-23 15:00:00,2023-01-26 15:00:00,1,1.0,1.0,1.0,71.0,True,False,8.866666666666667,0.22556390977443608,False,False,False,39,4,Frequent discount booker
306165,2003-04-13,F,0,0,usa,cleveland,CLE,41.412,-81.85,2022-08-31,11,12.545454545454545,0,0,0,1,1,0.1,0.05,0,,,0,,0,,,,0,,,,,False,False,8.666666666666666,0.0,False,False,False,22,1,Solo traveller
306819,1964-04-02,F,1,1,usa,new york,JFK,40.64,-73.779,2022-09-01,11,32.54545454545455,9,9,3,9,6,0.1,0.05,2,1.0,1.0,22,0.5,11,80.08,2023-02-06 09:00:00,2023-04-14 16:00:00,2,0.5,1.0,1.0,316.5,True,False,8.633333333333333,0.46332046332046334,False,False,False,61,2,Business traveller
310200,1982-09-10,F,1,0,usa,dallas,DAL,32.847,-96.852,2022-09-03,11,16.181818181818183,16,16,0,0,0,,,3,1.0,1.0,33,0.3333333333333333,11,409.01,2023-01-08 14:00:00,2023-02-13 07:00:00,3,3.3333333333333335,1.0,1.0,206.0,False,False,8.566666666666666,0.7003891050583658,False,False,False,42,1,Solo traveller
311615,1978-10-02,F,0,0,usa,honolulu,HNL,21.316,-157.927,2022-09-04,12,16.5,25,25,5,20,10,0.23333333333333334,0.2,3,1.6666666666666667,3.0,36,0.6666666666666666,24,1838.16,2023-01-11 07:00:00,2024-04-26 13:00:00,2,10.0,2.0,3.0,125.5,True,False,8.533333333333333,0.5859375,False,True,True,46,5,Long stay traveller
312488,1993-06-27,M,1,0,usa,new york,JFK,40.64,-73.779,2022-09-05,11,12.727272727272727,6,6,0,2,2,0.25,0.2,1,1.0,1.0,11,1.0,11,407.1,2023-07-16 07:00:00,2023-07-17 07:00:00,1,0.0,1.0,1.0,299.0,True,False,8.5,0.23529411764705882,False,False,False,31,2,Business traveller
313724,1972-05-13,F,0,0,usa,tulsa,TUL,36.198,-95.888,2022-09-06,10,40.3,42,48,6,12,6,0.1,,4,1.25,2.0,40,0.75,30,383.5175,2023-01-11 08:00:00,2023-07-07 07:00:00,5,3.0,1.4,2.0,182.4,True,False,8.466666666666667,1.0629921259842519,True,False,False,52,4,Frequent discount booker
313798,1978-01-21,F,0,0,usa,detroit,YIP,42.238,-83.53,2022-09-06,10,28.1,48,42,6,6,18,,0.125,5,1.0,1.0,50,0.2,10,180.696,2023-01-08 10:00:00,2023-05-12 11:00:00,4,2.0,1.0,1.0,141.25,True,False,8.466666666666667,1.0629921259842519,True,False,False,47,4,Frequent discount booker
313930,1987-09-28,F,1,1,usa,tucson,DMA,32.166,-110.883,2022-09-06,11,23.90909090909091,12,15,3,6,3,0.1,,1,1.0,1.0,11,1.0,11,581.03,2023-05-24 07:00:00,2023-05-26 07:00:00,2,1.5,1.0,1.0,123.5,True,False,8.466666666666667,0.3543307086614173,False,False,False,37,4,Frequent discount booker
316527,1982-07-17,F,1,1,canada,winnipeg,YWG,49.91,-97.234,2022-09-08,11,17.09090909090909,20,20,0,10,5,0.175,0.05,4,1.25,2.0,44,0.25,11,434.9725,2023-01-21 10:00:00,2023-04-29 07:00:00,4,2.5,1.25,2.0,322.75,True,False,8.4,0.9523809523809523,False,False,False,42,3,Business traveller
317688,1983-05-19,F,0,1,usa,indianapolis,IND,39.717,-86.294,2022-09-09,12,15.333333333333334,30,25,0,10,10,0.24999999999999994,0.075,4,1.0,1.0,48,0.5,24,309.685,2023-01-19 14:00:00,2023-07-20 10:00:00,4,1.25,1.0,1.0,168.25,True,False,8.366666666666667,0.9561752988047808,False,False,False,41,3,Business traveller
319620,1989-01-23,F,0,0,usa,new york,LGA,40.777,-73.872,2022-09-11,12,12.5,9,9,0,0,6,,0.05,1,1.0,1.0,12,0.0,0,401.1,2023-03-03 12:00:00,2023-03-06 12:00:00,2,3.0,1.0,1.0,115.5,True,False,8.3,0.36144578313253006,False,False,False,36,2,Business traveller
322867,1977-12-07,F,0,0,usa,mobile,BFM,30.626,-88.068,2022-09-14,11,12.636363636363637,4,6,0,4,4,0.125,0.1,1,1.0,1.0,11,1.0,11,173.04,2023-01-25 10:00:00,2023-02-02 10:00:00,1,7.0,1.0,1.0,189.0,True,False,8.2,0.24390243902439027,False,False,False,47,3,Business traveller
